"wage","education","experience","ethnicity","smsa","south","age","nearcollege"
460,12,6,"other","no","no",24,"no"
642,17,9,"other","no","no",32,"no"
519,12,10,"other","no","no",28,"no"
568,12,6,"other","yes","no",24,"no"
693,16,2,"other","no","no",24,"no"
978,12,13,"other","yes","no",31,"no"
779,12,14,"other","no","no",32,"no"
443,14,7,"other","yes","no",27,"no"
692,16,11,"other","yes","no",33,"no"
417,16,4,"other","no","no",26,"no"
773,11,13,"other","yes","no",30,"no"
400,15,5,"other","yes","no",26,"no"
900,12,9,"other","yes","no",27,"no"
700,16,9,"other","no","no",31,"no"
485,16,2,"other","no","no",24,"no"
894,16,7,"other","yes","no",29,"no"
750,18,5,"other","yes","no",29,"no"
1055,13,14,"other","no","no",33,"no"
933,12,10,"other","no","no",28,"no"
568,12,8,"other","no","no",26,"no"
987,16,3,"other","yes","no",25,"no"
769,16,2,"other","yes","no",24,"no"
648,12,9,"other","no","no",27,"no"
449,16,8,"other","no","no",30,"no"
580,12,9,"other","no","no",27,"no"
550,8,19,"other","no","no",33,"no"
800,12,11,"other","yes","no",29,"no"
160,12,6,"other","yes","no",24,"no"
462,17,5,"other","yes","no",28,"no"
425,14,5,"other","yes","no",25,"no"
600,8,18,"other","yes","no",32,"no"
866,17,3,"other","yes","no",26,"no"
683,12,10,"other","yes","no",28,"no"
1115,12,9,"other","yes","no",27,"no"
1100,12,8,"other","yes","no",26,"no"
286,12,6,"other","no","no",24,"no"
513,14,8,"other","yes","no",28,"no"
650,13,7,"other","yes","no",26,"no"
1039,12,13,"other","yes","no",31,"no"
700,12,8,"other","yes","no",26,"no"
315,18,7,"other","yes","no",31,"yes"
310,12,15,"other","no","no",33,"yes"
335,11,10,"other","no","no",27,"yes"
518,11,8,"other","no","no",25,"yes"
709,16,6,"other","yes","no",28,"yes"
623,12,7,"other","no","no",25,"yes"
298,13,9,"other","no","no",28,"yes"
625,14,4,"other","yes","no",24,"yes"
769,16,7,"other","yes","no",29,"yes"
459,16,6,"other","yes","no",28,"yes"
550,12,13,"other","no","no",31,"yes"
470,14,9,"other","no","no",29,"yes"
396,12,15,"other","no","no",33,"yes"
594,14,5,"other","no","no",25,"yes"
1039,16,6,"other","no","no",28,"yes"
400,12,16,"other","yes","no",34,"yes"
698,12,8,"other","no","no",26,"yes"
713,16,4,"other","no","yes",26,"yes"
550,12,6,"other","no","no",24,"yes"
333,14,7,"other","no","no",27,"yes"
1058,12,11,"other","yes","no",29,"yes"
590,11,13,"other","yes","no",30,"yes"
633,12,6,"other","yes","no",24,"yes"
500,10,10,"other","yes","no",26,"yes"
788,14,8,"other","yes","no",28,"yes"
832,18,7,"other","yes","no",31,"yes"
539,12,8,"other","yes","no",26,"yes"
577,18,4,"other","yes","no",28,"yes"
808,14,10,"other","yes","no",30,"yes"
722,14,10,"other","yes","no",30,"yes"
600,12,8,"other","yes","yes",26,"yes"
452,10,12,"other","yes","yes",28,"yes"
300,7,14,"other","yes","yes",27,"yes"
393,12,8,"afam","yes","yes",26,"yes"
200,12,8,"afam","yes","yes",26,"yes"
750,9,18,"other","no","yes",33,"yes"
673,16,4,"other","no","yes",26,"yes"
989,14,10,"other","yes","yes",30,"yes"
880,17,4,"other","yes","yes",27,"yes"
905,13,7,"other","no","yes",26,"yes"
250,14,14,"afam","yes","yes",34,"yes"
520,10,12,"other","yes","yes",28,"yes"
356,12,9,"other","yes","yes",27,"yes"
278,12,6,"other","yes","yes",24,"yes"
400,12,7,"afam","yes","yes",25,"yes"
273,10,12,"afam","yes","yes",28,"yes"
500,11,14,"other","yes","yes",31,"yes"
603,11,16,"other","yes","yes",33,"yes"
400,12,7,"other","yes","yes",25,"yes"
475,12,10,"afam","yes","yes",28,"yes"
1100,12,15,"other","yes","yes",33,"yes"
337,14,6,"other","yes","yes",26,"yes"
538,11,10,"other","yes","yes",27,"yes"
404,13,7,"afam","yes","yes",26,"yes"
757,16,5,"other","yes","yes",27,"yes"
554,16,11,"other","yes","yes",33,"yes"
577,16,7,"other","yes","yes",29,"yes"
432,15,5,"other","yes","yes",26,"yes"
550,11,12,"other","yes","yes",29,"yes"
797,16,2,"other","yes","yes",24,"yes"
450,14,7,"other","yes","yes",27,"yes"
807,13,10,"other","yes","yes",29,"yes"
600,13,5,"other","yes","yes",24,"yes"
933,13,15,"other","yes","yes",34,"yes"
481,11,16,"other","no","yes",33,"yes"
623,12,11,"other","yes","yes",29,"yes"
328,10,11,"afam","yes","yes",27,"yes"
600,16,4,"other","yes","yes",26,"yes"
693,14,7,"afam","yes","yes",27,"yes"
923,15,12,"other","yes","yes",33,"yes"
721,12,10,"other","yes","yes",28,"yes"
540,12,7,"afam","yes","yes",25,"yes"
459,13,8,"afam","yes","yes",27,"yes"
485,13,8,"afam","yes","yes",27,"yes"
350,12,7,"afam","yes","yes",25,"yes"
200,16,3,"other","yes","yes",25,"yes"
520,10,14,"afam","yes","yes",30,"yes"
250,12,7,"afam","yes","yes",25,"yes"
504,11,11,"afam","yes","no",28,"yes"
363,12,10,"afam","yes","yes",28,"yes"
654,11,16,"afam","yes","yes",33,"yes"
425,12,14,"afam","yes","yes",32,"yes"
245,12,13,"afam","yes","yes",31,"yes"
250,11,8,"afam","yes","yes",25,"yes"
879,13,13,"other","yes","no",32,"yes"
687,12,8,"afam","yes","yes",26,"yes"
402,11,15,"afam","yes","yes",32,"yes"
428,12,13,"afam","yes","yes",31,"yes"
325,13,5,"other","yes","yes",24,"yes"
725,17,4,"other","yes","yes",27,"yes"
780,12,7,"other","yes","yes",25,"yes"
264,14,7,"afam","yes","yes",27,"yes"
450,12,14,"afam","yes","yes",32,"yes"
346,14,7,"afam","yes","yes",27,"yes"
350,13,5,"afam","yes","yes",24,"yes"
400,13,5,"afam","yes","yes",24,"yes"
980,12,14,"other","yes","yes",32,"yes"
385,12,11,"afam","yes","yes",29,"yes"
344,17,5,"afam","yes","no",28,"yes"
563,16,3,"afam","yes","yes",25,"yes"
463,7,16,"other","yes","yes",29,"yes"
565,12,10,"afam","yes","yes",28,"yes"
638,12,9,"afam","yes","yes",27,"yes"
462,10,14,"afam","yes","yes",30,"yes"
670,13,8,"afam","yes","yes",27,"yes"
404,13,5,"afam","yes","yes",24,"yes"
373,17,2,"afam","yes","yes",25,"yes"
230,12,6,"afam","yes","yes",24,"yes"
558,12,14,"afam","yes","yes",32,"yes"
300,8,15,"afam","yes","yes",29,"yes"
913,14,9,"other","yes","yes",29,"yes"
558,18,3,"other","yes","yes",27,"yes"
529,13,14,"other","yes","yes",33,"yes"
330,15,5,"other","yes","yes",26,"yes"
375,9,11,"other","yes","yes",26,"yes"
615,13,5,"other","yes","yes",24,"yes"
721,14,7,"other","no","yes",27,"yes"
529,16,3,"other","yes","no",25,"yes"
859,12,16,"afam","yes","yes",34,"yes"
649,14,7,"afam","yes","yes",27,"yes"
238,10,8,"afam","yes","yes",24,"yes"
275,12,16,"afam","yes","yes",34,"yes"
325,14,6,"afam","yes","yes",26,"yes"
357,14,9,"afam","yes","no",29,"yes"
385,12,12,"afam","yes","yes",30,"yes"
365,14,4,"other","yes","yes",24,"yes"
800,8,19,"other","yes","yes",33,"yes"
482,12,16,"other","yes","yes",34,"yes"
955,17,6,"other","yes","yes",29,"yes"
462,17,3,"other","yes","yes",26,"yes"
417,16,6,"other","no","yes",28,"yes"
290,10,9,"other","yes","yes",25,"yes"
240,12,6,"other","yes","yes",24,"yes"
829,12,13,"afam","yes","yes",31,"yes"
361,12,14,"other","yes","yes",32,"yes"
598,16,6,"other","no","yes",28,"yes"
750,13,6,"other","yes","yes",25,"yes"
385,16,3,"afam","yes","yes",25,"yes"
620,16,6,"afam","yes","yes",28,"yes"
641,13,15,"other","yes","yes",34,"yes"
468,16,4,"afam","yes","yes",26,"yes"
385,13,5,"afam","yes","yes",24,"yes"
462,12,7,"afam","yes","yes",25,"yes"
635,12,9,"other","yes","yes",27,"yes"
400,12,8,"other","no","no",26,"yes"
760,13,8,"other","yes","yes",27,"yes"
560,13,8,"other","yes","yes",27,"yes"
1000,12,16,"other","yes","yes",34,"yes"
425,11,11,"other","yes","yes",28,"yes"
411,12,12,"afam","yes","yes",30,"yes"
179,11,8,"other","yes","yes",25,"yes"
375,18,8,"other","yes","yes",32,"yes"
1298,18,4,"other","yes","yes",28,"yes"
476,15,9,"afam","yes","no",30,"yes"
775,16,5,"other","yes","yes",27,"yes"
714,12,9,"other","yes","yes",27,"yes"
429,10,12,"afam","yes","yes",28,"yes"
435,13,5,"afam","yes","yes",24,"yes"
875,13,7,"other","yes","yes",26,"yes"
424,14,13,"afam","yes","yes",33,"yes"
375,12,7,"afam","yes","yes",25,"yes"
489,12,7,"afam","yes","yes",25,"yes"
462,15,3,"afam","yes","yes",24,"yes"
340,12,16,"afam","yes","yes",34,"yes"
581,12,12,"other","yes","yes",30,"yes"
515,12,9,"other","yes","yes",27,"yes"
1053,12,7,"other","yes","yes",25,"yes"
475,12,12,"afam","yes","yes",30,"yes"
1502,18,8,"other","yes","yes",32,"yes"
962,15,12,"other","yes","no",33,"yes"
230,15,9,"afam","yes","yes",30,"yes"
750,18,5,"afam","yes","yes",29,"yes"
225,15,5,"afam","yes","yes",26,"yes"
331,13,7,"afam","yes","yes",26,"yes"
397,11,9,"afam","yes","yes",26,"yes"
750,10,18,"other","yes","yes",34,"yes"
450,12,7,"other","yes","yes",25,"yes"
865,13,6,"afam","yes","yes",25,"yes"
535,8,10,"other","yes","yes",24,"yes"
846,16,5,"other","yes","no",27,"yes"
759,16,4,"other","yes","no",26,"yes"
600,16,2,"other","yes","yes",24,"yes"
1030,12,16,"other","yes","yes",34,"yes"
876,14,12,"other","yes","yes",32,"yes"
568,12,14,"other","yes","yes",32,"yes"
533,16,3,"other","yes","yes",25,"yes"
481,12,7,"other","yes","yes",25,"yes"
604,12,10,"afam","yes","yes",28,"yes"
657,12,9,"other","yes","yes",27,"yes"
625,12,13,"other","yes","yes",31,"yes"
280,12,11,"afam","yes","yes",29,"yes"
500,10,12,"other","yes","yes",28,"yes"
535,12,8,"other","yes","yes",26,"yes"
818,10,10,"other","yes","yes",26,"yes"
624,10,18,"other","yes","yes",34,"yes"
604,10,12,"other","yes","yes",28,"yes"
505,12,13,"other","yes","no",31,"yes"
750,12,12,"other","yes","no",30,"yes"
721,12,14,"other","yes","no",32,"yes"
674,18,8,"other","yes","no",32,"yes"
913,16,11,"other","yes","yes",33,"yes"
879,17,7,"afam","yes","yes",30,"yes"
427,12,8,"afam","yes","yes",26,"yes"
792,8,10,"afam","yes","yes",24,"yes"
327,14,9,"afam","yes","yes",29,"yes"
313,10,14,"afam","yes","yes",30,"yes"
786,16,12,"afam","yes","no",34,"yes"
337,18,7,"other","yes","no",31,"yes"
385,10,14,"afam","yes","yes",30,"yes"
529,16,5,"afam","yes","yes",27,"yes"
429,10,17,"afam","no","yes",33,"yes"
984,12,9,"other","no","no",27,"yes"
817,12,16,"other","yes","yes",34,"yes"
745,14,12,"afam","yes","yes",32,"yes"
345,10,8,"afam","yes","yes",24,"yes"
554,14,14,"afam","yes","yes",34,"yes"
263,13,5,"afam","yes","yes",24,"yes"
745,18,8,"afam","yes","yes",32,"yes"
673,17,6,"afam","yes","yes",29,"yes"
721,17,9,"afam","yes","yes",32,"yes"
438,13,11,"afam","yes","yes",30,"yes"
545,12,8,"afam","yes","yes",26,"no"
250,14,5,"afam","yes","yes",25,"no"
624,14,7,"afam","yes","yes",27,"no"
400,13,10,"other","yes","yes",29,"no"
577,16,7,"other","yes","yes",29,"no"
813,16,3,"afam","yes","yes",25,"no"
625,12,16,"afam","yes","yes",34,"no"
485,14,6,"afam","yes","yes",26,"no"
841,16,6,"other","yes","yes",28,"no"
865,16,5,"other","yes","yes",27,"no"
325,16,4,"other","yes","yes",26,"no"
477,14,6,"afam","yes","yes",26,"no"
250,16,3,"afam","yes","yes",25,"no"
500,12,6,"other","yes","yes",24,"no"
515,13,6,"other","yes","yes",25,"no"
256,18,4,"other","yes","yes",28,"no"
718,13,5,"other","yes","yes",24,"no"
796,18,6,"other","yes","no",30,"no"
750,12,7,"other","yes","yes",25,"no"
419,12,6,"afam","yes","yes",24,"no"
431,12,8,"afam","yes","yes",26,"no"
425,12,7,"afam","yes","no",25,"no"
220,12,13,"afam","yes","yes",31,"no"
685,13,10,"afam","yes","yes",29,"no"
500,15,13,"other","yes","yes",34,"no"
551,16,4,"other","yes","yes",26,"no"
700,11,8,"other","yes","yes",25,"no"
707,12,14,"other","yes","yes",32,"yes"
523,17,5,"other","yes","yes",28,"yes"
433,12,6,"other","yes","yes",24,"yes"
462,14,5,"other","yes","yes",25,"yes"
397,12,6,"other","yes","yes",24,"yes"
400,15,5,"other","yes","yes",26,"yes"
872,18,4,"other","yes","no",28,"yes"
378,12,8,"other","yes","yes",26,"yes"
364,12,9,"other","yes","yes",27,"yes"
962,15,10,"other","yes","yes",31,"yes"
801,15,9,"other","yes","yes",30,"yes"
400,5,21,"other","yes","yes",32,"yes"
540,13,10,"afam","yes","yes",29,"yes"
450,10,14,"other","yes","yes",30,"yes"
438,15,6,"afam","yes","yes",27,"yes"
360,12,8,"afam","yes","yes",26,"yes"
529,12,9,"other","yes","yes",27,"yes"
721,12,8,"afam","yes","yes",26,"yes"
345,2,23,"other","yes","yes",31,"yes"
1052,11,10,"other","yes","no",27,"yes"
726,16,6,"other","yes","yes",28,"yes"
543,12,15,"afam","yes","no",33,"yes"
1202,16,11,"other","yes","no",33,"yes"
400,16,2,"other","yes","yes",24,"yes"
375,9,17,"afam","yes","yes",32,"yes"
281,11,13,"afam","yes","yes",30,"yes"
127,12,6,"afam","yes","yes",24,"yes"
1393,12,14,"afam","yes","no",32,"yes"
649,12,12,"other","no","yes",30,"yes"
420,16,9,"other","yes","yes",31,"yes"
455,16,5,"other","yes","yes",27,"yes"
661,12,7,"afam","yes","yes",25,"yes"
380,12,6,"other","no","yes",24,"yes"
315,10,18,"afam","yes","yes",34,"yes"
452,14,4,"other","yes","yes",24,"yes"
625,12,10,"other","yes","yes",28,"yes"
601,14,4,"other","yes","yes",24,"yes"
499,13,8,"other","yes","yes",27,"yes"
693,8,17,"other","yes","yes",31,"no"
535,18,8,"other","no","yes",32,"yes"
465,7,13,"other","yes","no",26,"yes"
400,12,6,"other","no","yes",24,"yes"
368,18,3,"other","no","yes",27,"yes"
700,8,11,"other","no","yes",25,"yes"
962,16,9,"other","yes","no",31,"yes"
365,6,12,"other","no","yes",24,"yes"
475,9,18,"other","no","yes",33,"yes"
200,12,6,"other","no","yes",24,"yes"
600,9,9,"afam","yes","no",24,"yes"
505,12,9,"afam","yes","no",27,"yes"
577,16,9,"afam","yes","yes",31,"yes"
457,12,6,"afam","no","yes",24,"yes"
750,12,16,"other","yes","yes",34,"yes"
577,11,15,"other","no","yes",32,"yes"
289,15,3,"other","yes","yes",24,"yes"
224,12,7,"afam","yes","yes",25,"yes"
363,10,8,"afam","yes","yes",24,"yes"
229,10,10,"afam","yes","yes",26,"yes"
234,9,11,"afam","yes","yes",26,"yes"
465,14,4,"afam","yes","yes",24,"yes"
2083,16,5,"other","yes","yes",27,"yes"
427,15,10,"afam","yes","yes",31,"yes"
678,12,15,"other","yes","yes",33,"yes"
313,13,8,"other","no","yes",27,"yes"
601,18,4,"other","yes","yes",28,"yes"
500,10,17,"other","yes","yes",33,"yes"
375,12,10,"other","yes","yes",28,"yes"
550,12,16,"afam","yes","yes",34,"yes"
702,17,5,"afam","yes","no",28,"yes"
625,16,11,"afam","yes","yes",33,"yes"
423,14,14,"afam","yes","yes",34,"yes"
355,11,11,"afam","yes","yes",28,"yes"
519,12,8,"other","yes","yes",26,"yes"
359,14,4,"other","yes","yes",24,"yes"
349,11,10,"afam","yes","yes",27,"yes"
293,12,13,"afam","yes","yes",31,"yes"
443,18,4,"afam","yes","yes",28,"yes"
270,6,22,"afam","yes","yes",34,"yes"
385,14,8,"other","yes","yes",28,"yes"
438,12,9,"other","yes","yes",27,"yes"
417,11,13,"other","yes","yes",30,"yes"
481,11,14,"other","yes","yes",31,"yes"
596,16,8,"other","yes","yes",30,"yes"
600,12,10,"afam","yes","yes",28,"yes"
250,14,7,"afam","yes","yes",27,"yes"
531,12,13,"afam","yes","yes",31,"yes"
591,12,8,"afam","yes","yes",26,"yes"
503,12,15,"afam","yes","no",33,"yes"
475,11,8,"afam","yes","no",25,"yes"
1374,16,9,"other","yes","yes",31,"yes"
325,17,1,"other","yes","no",24,"yes"
577,14,5,"other","yes","yes",25,"yes"
702,12,7,"other","yes","no",25,"yes"
444,16,3,"other","yes","yes",25,"yes"
560,13,8,"afam","yes","yes",27,"yes"
962,13,13,"other","yes","yes",32,"yes"
310,12,8,"other","yes","yes",26,"yes"
1269,17,10,"other","yes","yes",33,"yes"
500,16,6,"other","yes","no",28,"yes"
583,16,8,"other","yes","no",30,"yes"
112,17,2,"other","yes","no",25,"yes"
673,14,13,"other","yes","no",33,"yes"
1923,17,6,"other","yes","yes",29,"yes"
400,14,4,"afam","yes","yes",24,"yes"
460,12,7,"afam","yes","yes",25,"yes"
245,12,12,"afam","yes","yes",30,"yes"
315,16,5,"afam","yes","yes",27,"yes"
641,14,6,"other","yes","yes",26,"yes"
750,12,7,"other","yes","yes",25,"yes"
308,17,2,"other","yes","no",25,"yes"
350,17,6,"other","yes","no",29,"yes"
462,18,3,"other","yes","no",27,"yes"
1154,15,13,"other","yes","no",34,"yes"
1748,16,12,"other","yes","yes",34,"yes"
769,17,10,"other","yes","no",33,"yes"
730,15,8,"other","yes","no",29,"yes"
736,18,6,"other","no","yes",30,"yes"
500,16,3,"other","no","yes",25,"yes"
365,16,2,"other","no","yes",24,"yes"
333,13,5,"other","yes","yes",24,"yes"
721,12,15,"other","no","yes",33,"yes"
375,12,9,"other","no","yes",27,"yes"
250,12,8,"other","no","yes",26,"yes"
361,17,7,"other","no","yes",30,"yes"
283,7,19,"other","no","yes",32,"no"
415,12,16,"other","no","yes",34,"no"
522,16,5,"other","no","yes",27,"no"
706,12,15,"other","no","yes",33,"no"
409,16,4,"other","no","yes",26,"no"
416,12,6,"other","no","yes",24,"no"
786,12,12,"other","yes","no",30,"no"
577,16,5,"other","no","yes",27,"no"
478,16,2,"other","no","yes",24,"no"
625,17,4,"other","yes","yes",27,"no"
505,17,1,"other","no","yes",24,"no"
287,12,14,"other","no","yes",32,"no"
500,12,6,"other","yes","yes",24,"no"
500,8,13,"other","yes","yes",27,"no"
350,12,9,"other","no","yes",27,"no"
462,13,5,"other","no","yes",24,"no"
548,13,11,"afam","no","yes",30,"no"
255,12,10,"afam","no","yes",28,"no"
524,13,5,"afam","yes","yes",24,"no"
292,12,15,"afam","no","yes",33,"no"
375,14,8,"other","yes","yes",28,"no"
529,18,8,"other","yes","yes",32,"no"
909,16,3,"other","no","yes",25,"no"
353,9,13,"other","yes","yes",28,"no"
1155,14,8,"other","yes","yes",28,"no"
250,8,20,"other","yes","yes",34,"no"
781,13,9,"other","yes","yes",28,"no"
416,13,12,"other","yes","yes",31,"no"
364,13,10,"afam","no","yes",29,"yes"
375,13,8,"afam","yes","yes",27,"yes"
375,15,3,"afam","no","yes",24,"yes"
358,16,6,"afam","no","yes",28,"yes"
300,7,18,"afam","no","yes",31,"yes"
528,14,5,"other","no","yes",25,"yes"
299,12,16,"other","no","yes",34,"yes"
450,8,18,"afam","no","yes",32,"yes"
540,14,5,"afam","no","yes",25,"yes"
528,8,15,"other","no","yes",29,"yes"
769,12,12,"other","no","yes",30,"yes"
198,12,8,"afam","yes","no",26,"yes"
400,12,6,"afam","yes","no",24,"yes"
753,12,10,"afam","yes","no",28,"yes"
445,12,6,"afam","yes","no",24,"yes"
240,9,15,"afam","no","yes",30,"yes"
167,3,16,"afam","no","yes",25,"yes"
445,12,6,"other","yes","yes",24,"yes"
250,10,10,"afam","no","yes",26,"yes"
475,12,8,"other","no","yes",26,"yes"
400,16,6,"other","no","yes",28,"yes"
398,18,0,"other","no","yes",24,"yes"
350,12,7,"afam","yes","no",25,"yes"
523,12,15,"afam","no","yes",33,"yes"
270,10,15,"afam","no","yes",31,"yes"
310,9,15,"afam","no","yes",30,"yes"
300,6,19,"afam","no","yes",31,"yes"
325,12,10,"afam","no","yes",28,"yes"
900,12,6,"other","yes","yes",24,"yes"
750,13,7,"other","yes","yes",26,"no"
285,8,12,"afam","yes","yes",26,"no"
278,12,6,"other","yes","yes",24,"no"
500,13,10,"afam","yes","yes",29,"no"
700,8,16,"other","yes","yes",30,"no"
300,9,11,"other","yes","yes",26,"no"
392,8,20,"other","yes","yes",34,"no"
511,12,16,"other","yes","yes",34,"no"
624,16,9,"other","yes","yes",31,"no"
244,12,9,"afam","yes","yes",27,"no"
363,12,9,"other","yes","yes",27,"no"
606,16,5,"other","yes","yes",27,"no"
760,12,7,"other","yes","yes",25,"no"
385,14,11,"other","yes","yes",31,"no"
495,12,14,"afam","yes","yes",32,"no"
828,16,5,"other","yes","yes",27,"no"
404,12,7,"other","yes","yes",25,"no"
267,15,6,"other","no","yes",27,"no"
440,12,16,"other","no","yes",34,"no"
375,14,8,"other","no","yes",28,"no"
301,10,8,"other","no","yes",24,"no"
658,12,16,"other","no","yes",34,"no"
514,15,3,"afam","yes","no",24,"no"
300,12,8,"afam","no","yes",26,"no"
230,12,8,"afam","no","yes",26,"no"
260,10,15,"afam","no","yes",31,"no"
305,12,6,"afam","no","yes",24,"no"
430,8,17,"afam","no","yes",31,"no"
260,8,10,"afam","no","yes",24,"no"
577,16,2,"other","yes","yes",24,"no"
425,11,12,"afam","no","yes",29,"no"
315,12,7,"afam","no","yes",25,"no"
375,13,10,"other","no","yes",29,"no"
500,9,18,"afam","no","yes",33,"no"
500,12,7,"other","yes","yes",25,"no"
350,12,14,"afam","yes","yes",32,"no"
525,10,13,"afam","yes","yes",29,"no"
500,17,3,"other","no","yes",26,"no"
385,16,3,"other","yes","yes",25,"no"
100,9,10,"afam","yes","yes",25,"yes"
300,15,5,"afam","yes","yes",26,"yes"
188,12,6,"afam","yes","yes",24,"yes"
355,8,19,"afam","yes","yes",33,"yes"
267,12,7,"afam","yes","yes",25,"yes"
267,12,10,"afam","yes","yes",28,"yes"
586,12,16,"other","yes","yes",34,"yes"
375,12,6,"afam","no","yes",24,"yes"
346,12,13,"afam","no","yes",31,"yes"
545,16,6,"other","yes","yes",28,"yes"
562,14,5,"other","yes","yes",25,"yes"
577,12,8,"other","yes","no",26,"yes"
890,15,5,"other","yes","no",26,"yes"
625,13,7,"other","no","yes",26,"yes"
416,13,7,"other","no","yes",26,"yes"
683,6,19,"other","no","yes",31,"yes"
625,11,13,"afam","yes","yes",30,"no"
310,9,12,"afam","yes","yes",27,"no"
664,12,10,"afam","yes","yes",28,"no"
286,11,15,"other","yes","yes",32,"no"
600,12,8,"afam","yes","yes",26,"no"
742,16,7,"afam","yes","no",29,"no"
225,11,10,"afam","yes","yes",27,"no"
623,12,16,"other","yes","yes",34,"no"
603,12,6,"other","yes","yes",24,"no"
550,12,11,"other","yes","yes",29,"no"
801,16,5,"other","no","yes",27,"no"
330,14,10,"other","yes","yes",30,"yes"
684,16,12,"other","yes","yes",34,"yes"
1000,15,8,"other","yes","no",29,"yes"
1091,16,8,"other","yes","yes",30,"yes"
476,13,5,"afam","yes","yes",24,"yes"
500,12,6,"afam","yes","yes",24,"yes"
950,14,5,"afam","yes","yes",25,"yes"
1142,18,6,"afam","yes","yes",30,"yes"
450,12,14,"afam","yes","yes",32,"yes"
448,12,7,"other","yes","yes",25,"yes"
361,16,5,"other","yes","yes",27,"yes"
535,13,5,"other","yes","yes",24,"yes"
616,17,2,"other","yes","yes",25,"yes"
490,14,4,"other","yes","yes",24,"yes"
415,12,8,"other","yes","yes",26,"yes"
250,13,5,"afam","yes","yes",24,"no"
500,13,9,"other","no","yes",28,"no"
1155,18,4,"other","yes","yes",28,"no"
525,12,14,"other","no","yes",32,"no"
300,11,7,"other","yes","yes",24,"no"
308,9,11,"other","no","yes",26,"no"
625,8,15,"other","no","yes",29,"no"
350,13,5,"other","yes","yes",24,"no"
673,16,8,"other","no","yes",30,"no"
558,13,9,"other","no","yes",28,"no"
351,12,10,"afam","no","yes",28,"no"
723,12,10,"afam","yes","no",28,"no"
569,15,6,"afam","no","yes",27,"no"
240,11,8,"afam","yes","yes",25,"no"
450,8,18,"other","no","yes",32,"no"
338,11,16,"afam","no","yes",33,"no"
288,10,13,"afam","no","yes",29,"no"
413,17,1,"other","no","yes",24,"yes"
848,12,11,"other","no","yes",29,"yes"
874,16,10,"other","no","yes",32,"yes"
295,11,12,"afam","no","yes",29,"yes"
300,8,12,"afam","no","yes",26,"yes"
289,16,4,"afam","yes","yes",26,"yes"
298,9,14,"afam","no","yes",29,"yes"
361,5,21,"afam","no","yes",32,"yes"
1097,12,12,"afam","yes","no",30,"yes"
465,16,11,"afam","yes","no",33,"yes"
265,14,7,"afam","no","yes",27,"yes"
839,16,8,"other","yes","yes",30,"yes"
577,16,9,"other","no","yes",31,"yes"
225,10,11,"afam","no","yes",27,"yes"
235,12,7,"afam","no","yes",25,"yes"
250,12,8,"afam","yes","yes",26,"yes"
196,12,10,"other","no","yes",28,"yes"
475,12,14,"afam","no","yes",32,"yes"
500,11,9,"other","no","yes",26,"yes"
334,8,15,"afam","no","yes",29,"yes"
454,10,11,"afam","no","yes",27,"yes"
945,16,3,"other","yes","yes",25,"yes"
291,13,5,"other","no","yes",24,"yes"
520,16,5,"other","no","yes",27,"yes"
474,15,7,"other","no","yes",28,"yes"
296,8,18,"other","no","yes",32,"yes"
420,12,15,"other","yes","yes",33,"yes"
519,12,8,"other","no","yes",26,"yes"
316,12,14,"other","no","yes",32,"yes"
375,12,10,"other","no","yes",28,"yes"
550,13,6,"afam","no","yes",25,"yes"
944,8,19,"other","no","yes",33,"yes"
475,16,5,"other","yes","yes",27,"yes"
393,16,5,"other","yes","yes",27,"yes"
750,11,7,"other","yes","yes",24,"yes"
492,13,9,"other","yes","yes",28,"yes"
500,12,10,"afam","yes","yes",28,"yes"
268,11,7,"afam","yes","yes",24,"yes"
475,12,15,"afam","yes","yes",33,"yes"
365,12,13,"afam","yes","yes",31,"yes"
281,11,9,"afam","yes","yes",26,"yes"
250,14,4,"afam","yes","yes",24,"yes"
263,12,15,"afam","yes","yes",33,"yes"
1012,18,5,"other","yes","no",29,"yes"
833,17,5,"other","yes","yes",28,"yes"
313,16,2,"other","yes","no",24,"yes"
962,14,12,"other","yes","yes",32,"yes"
346,9,14,"afam","yes","yes",29,"yes"
300,11,8,"afam","yes","yes",25,"yes"
375,11,15,"afam","yes","yes",32,"yes"
500,14,4,"other","yes","yes",24,"yes"
346,12,7,"other","yes","yes",25,"yes"
319,9,19,"afam","yes","yes",34,"yes"
400,11,9,"afam","yes","yes",26,"yes"
548,13,8,"afam","yes","yes",27,"yes"
230,7,12,"afam","yes","yes",25,"yes"
418,12,8,"other","no","yes",26,"yes"
527,13,10,"other","yes","yes",29,"yes"
865,10,17,"other","yes","yes",33,"yes"
519,13,15,"other","yes","yes",34,"yes"
335,11,12,"other","yes","yes",29,"yes"
865,13,14,"other","yes","yes",33,"yes"
520,8,13,"other","no","yes",27,"yes"
855,17,4,"other","yes","yes",27,"yes"
316,12,6,"other","no","yes",24,"yes"
831,18,9,"other","yes","yes",33,"yes"
875,16,9,"other","yes","yes",31,"yes"
1374,14,13,"other","yes","yes",33,"yes"
451,16,12,"other","yes","yes",34,"yes"
684,18,10,"other","no","yes",34,"yes"
435,13,9,"other","yes","yes",28,"yes"
913,13,13,"other","yes","yes",32,"yes"
855,13,14,"other","no","yes",33,"yes"
600,10,18,"other","yes","yes",34,"yes"
256,12,10,"afam","yes","yes",28,"yes"
375,12,11,"afam","yes","yes",29,"yes"
